zip,state,country,desc
501,NY,US,HOLTSVILLE
501,NY,US,INTERNAL REVENUE SERVICE
544,NY,US,HOLTSVILLE
544,NY,US,INTERNAL REVENUE SERVICE
601,PR,US,ADJUNTAS
601,PR,US,JARD DE ADJUNTAS
601,PR,US,URB SAN JOAQUIN
601,PR,US,COLINAS DEL GIGANTE
602,PR,US,EXT LOS ROBLES
602,PR,US,AGUADA
602,PR,US,ALTS DE AGUADA
602,PR,US,URB ISABEL LA CATOLICA
602,PR,US,COMUNIDAD LAS FLORES
602,PR,US,BO GUANIQUILLA
602,PR,US,SECT MARIANO CONCEPCION
602,PR,US,SECT JUAN RAMIREZ
602,PR,US,SECT LA CEIBA
603,PR,US,AGUADILLA
603,PR,US,RAMEY
603,PR,US,BO BORINQUEN
603,PR,US,REPTO LOPEZ
603,PR,US,URB BORINQUEN
603,PR,US,URB GARCIA
603,PR,US,URB MALEZA GDNS
603,PR,US,URB MARBELLA
603,PR,US,URB RUBIANES
603,PR,US,URB SAN CARLOS
603,PR,US,URB SANTA MARTA
603,PR,US,URB VICTORIA
603,PR,US,VISTA ALEGRE
603,PR,US,VISTA VERDE
603,PR,US,VILLA ALEGRIA
603,PR,US,VILLA LINDA
603,PR,US,VILLA LYDIA
603,PR,US,SECT LAS VILLAS
603,PR,US,URB EL PRADO
603,PR,US,URB LAS AMERICAS
603,PR,US,REPTO JIMENEZ
603,PR,US,EXT EL PRADO
603,PR,US,EXT MARBELLA
603,PR,US,BDA ESTEVES
603,PR,US,URB RAMEY
603,PR,US,BDA CABAN
603,PR,US,URB ESTEVES
603,PR,US,VILLA UNIVERSITARIA
603,PR,US,REPTO TRES PALMAS
603,PR,US,REPTO JUAN AGUIAR
603,PR,US,VILLAS DE ALMERIA
603,PR,US,BO CEIBA BAJA
603,PR,US,URB LAS CASITAS COUNTRY CLUB
603,PR,US,BRISAS DEL PARAISO
603,PR,US,LAS BRISAS
604,PR,US,AGUADILLA
604,PR,US,RAMEY
605,PR,US,AGUADILLA
606,PR,US,MARICAO
606,PR,US,URB SAN JUAN BAUTISTA
610,PR,US,ANASCO
610,PR,US,JARD DE ANASCO
610,PR,US,REPTO DAGUEY
610,PR,US,BRISAS DE ANASCO
610,PR,US,URB SAN ANTONIO
610,PR,US,SECT SANCHEZ
610,PR,US,PASEO DEL VALLE
610,PR,US,URB LOS ARBOLES
610,PR,US,EST DE VALLE VERDE
611,PR,US,ANGELES
612,PR,US,EST DE BALSEIRO
612,PR,US,URB LOS PINOS
612,PR,US,ARECIBO
612,PR,US,URB GARCIA
612,PR,US,ALT DE JUNCOS
612,PR,US,ALT DE SAN FELIPE
612,PR,US,BO SANTANA
612,PR,US,JARD DE ARECIBO
612,PR,US,PARC RODRIGUEZ OLMO
612,PR,US,REPTO MARQUEZ
612,PR,US,REPTO SAN JUAN
612,PR,US,SECT EL CANO
612,PR,US,SECT LAS ANIMAS
612,PR,US,URB ARECIBO GDNS
612,PR,US,BO OBRERO
612,PR,US,URB COLLEGE PARK
612,PR,US,URB REGIONAL
612,PR,US,URB LAS BRISAS
612,PR,US,URB MARISOL
612,PR,US,URB MARTELL
612,PR,US,URB OCEAN VW
612,PR,US,URB RADIOVILLE
612,PR,US,URB SAN DANIEL
612,PR,US,URB SAN FELIPE
612,PR,US,URB SAN LORENZO
612,PR,US,URB UNIVERSITY GDNS
612,PR,US,VISTA AZUL
612,PR,US,VILLA LOS SANTOS
612,PR,US,VILLA LUCIA
612,PR,US,VILLA SERENA
612,PR,US,VILLAS DEL CAPITAN
612,PR,US,REPTO SAN JOSE
612,PR,US,URB EL PARAISO
612,PR,US,VILLAS DEL SOL
612,PR,US,URB VILLAMAR
612,PR,US,URB VICTOR ROJAS 1
612,PR,US,URB VICTOR ROJAS 2
612,PR,US,BO ISLOTE II
612,PR,US,BO JAREALITOS
612,PR,US,BDA DUHAMEL
612,PR,US,EXT TANAMA
612,PR,US,PARQ DE JARDINES
612,PR,US,URB LOS LLANOS
612,PR,US,PASEOS REALES
612,PR,US,URB TANAMA
612,PR,US,COMUNIDAD BUENOS AIRES
612,PR,US,URB LA MUCURA
612,PR,US,BO EL PASAJE
612,PR,US,EXT MARISOL
612,PR,US,VALLE ESCONDIDO
612,PR,US,URB COSTAS DEL ATLANTICO
612,PR,US,URB ZENO GANDIA
612,PR,US,VISTA DEL ATLANTICO
612,PR,US,PARC PEREZ
612,PR,US,JARD DE SAN RAFAEL
612,PR,US,URB GARDEN VIEW
612,PR,US,EXT VILLA LOS SANTOS II
612,PR,US,EXT VILLA LOS SANTOS I
612,PR,US,EST DE ARECIBO
612,PR,US,URB FACTOR
612,PR,US,PARC MATTEY
612,PR,US,PARC NAVAS
612,PR,US,VILLA TOLEDO
612,PR,US,SECT MUELLE
612,PR,US,SECT ABRA
612,PR,US,HACIENDA TOLEDO
612,PR,US,BO ISLOTE
612,PR,US,URB LOS PINOS II
612,PR,US,URB LOS CORALES
612,PR,US,URB BRISAS DEL MAR II
612,PR,US,RPTO CAPITOLIO
612,PR,US,REPTO DIOSESANO
612,PR,US,URB LOS AIRES
612,PR,US,CIUDAD ATLANTIS
613,PR,US,ARECIBO
614,PR,US,ARECIBO
616,PR,US,BAJADERO
616,PR,US,BRISAS DEL VALLE
617,PR,US,EST DE FLORIDA
617,PR,US,VILLAS DE LA SABANA
617,PR,US,BRISAS DEL MONTE
617,PR,US,VILLA GEORGETTI
617,PR,US,BARCELONETA
617,PR,US,PARC IMBERY
617,PR,US,PARC MAGUEYES
617,PR,US,PARC PALENQUE
617,PR,US,PARC TIBURON
617,PR,US,BRISAS DE LLANADAS
617,PR,US,URB CATALUNA
617,PR,US,URB LAS DELICIAS
617,PR,US,EXT PARC PUNTA PALMAS
617,PR,US,REPTO LAS LLANADAS
617,PR,US,BDA CATALANA
617,PR,US,EST DE BARCELONETA
617,PR,US,URB LAS PRADERAS
617,PR,US,PARC GARROCHALES
617,PR,US,URB ORTEGA
617,PR,US,URB PLAZUELA ESTATES
617,PR,US,URB SOL NACIENTE
617,PR,US,VILLA CENTRAL
617,PR,US,URB CIMARRONA CT
617,PR,US,EXT EST DE IMBERY
617,PR,US,PARC PUNTA PALMAS
617,PR,US,VILLA BARCELONA
617,PR,US,URB CITY PARADISE
617,PR,US,ATLANTIC VIEW VILLAGE
622,PR,US,BOQUERON
622,PR,US,VILLA TAINA
623,PR,US,CABO ROJO
623,PR,US,URB BORINQUEN
623,PR,US,BO BALLAJA
623,PR,US,BO MONTE GRANDE
623,PR,US,EXT LA CONCEPCION
623,PR,US,EXT PARC ELIZABETH
623,PR,US,EXT SIERRA LINDA
623,PR,US,PARC BETANCES
623,PR,US,PARC ELIZABETH
623,PR,US,PARC LAS MARGARITAS
623,PR,US,PARC LAS 35
623,PR,US,URB ALTA VISTA
623,PR,US,URB ANA MARIA
623,PR,US,URB KOFRESI
623,PR,US,URB LA CONCEPCION
623,PR,US,URB MONTE GRANDE
623,PR,US,URB RAMIREZ
623,PR,US,URB SAN MIGUEL
623,PR,US,URB SIERRA LINDA
623,PR,US,VILLA AIDA
623,PR,US,VILLA DEL CARMEN
623,PR,US,VILLA LUISA
623,PR,US,URB EL RETIRO
623,PR,US,EST REALES
623,PR,US,URB MONTESOL
623,PR,US,REPTO MIRADERO
623,PR,US,PARC PUERTO REAL
623,PR,US,QTAS DE CABO ROJO
623,PR,US,URB ELIZABETH
623,PR,US,JARD DEL PUERTO
623,PR,US,EXT ELIZABETH
623,PR,US,ALTS DEL MAR
623,PR,US,HACIENDAS DE CABO ROJO
623,PR,US,URB REMANSO DE CABO ROJO
623,PR,US,VILLAS DE PLAN BONITO
623,PR,US,EST DE MIRAMAR
623,PR,US,ALTS DE JOYUDA
623,PR,US,MANS DE CABO ROJO
623,PR,US,MANSIONES
623,PR,US,HACIENDAS DE MIRAMAR
623,PR,US,REPTO OLIVERAS
623,PR,US,HACIENDAS DE BELVEDERE
623,PR,US,URB MONTE RIO
623,PR,US,PASEOS DE PLAN BONITO
623,PR,US,URB LAS VISTAS
623,PR,US,URB JOYUDA COAST
623,PR,US,QTAS DE MIRADERO
623,PR,US,FINQUITA BETANCES
624,PR,US,VISTA BAHIA
624,PR,US,PENUELAS
624,PR,US,URB SAGRADO CORAZON
624,PR,US,ALT DE PENUELAS II
624,PR,US,EXT ALTS DE PENUELAS II
624,PR,US,JARD DE PENUELAS
624,PR,US,URB GUAYANES
624,PR,US,REPTO KENNEDY
624,PR,US,URB MONTE VERDE
624,PR,US,URB PENUELAS VALLEY
624,PR,US,URB RIO SOL
624,PR,US,URB RIVERSIDE
624,PR,US,VALLE ALTO
624,PR,US,URB EL MADRIGAL
624,PR,US,COLINAS DE PENUELAS
624,PR,US,BRISAS DE GUAYANES
624,PR,US,ALTS DE PENUELAS
624,PR,US,SECT MAL PASO
624,PR,US,VILLA ESMERALDA
624,PR,US,URB LLANOS DE SABANA PALMA
624,PR,US,PORTALES DE VISTA BAHIA
624,PR,US,URB EL PENON
624,PR,US,MANS DE PUERTO GALEXDA
627,PR,US,CAMUY
627,PR,US,URB DEL CARMEN
627,PR,US,URB LINDA VISTA
627,PR,US,VISTAS DE CAMUY
627,PR,US,SECT PENA
627,PR,US,ALTS EL MAESTRO
627,PR,US,URB LAS VEREDAS
631,PR,US,ADJUNTAS
631,PR,US,CASTANER
636,PR,US,ROSARIO
637,PR,US,SABANA GRANDE
637,PR,US,URB SAN MIGUEL
637,PR,US,BDA SAN ISIDRO
637,PR,US,EXT SAN JOSE 2
637,PR,US,PARC MAGINAS
637,PR,US,PARC SUSUA
637,PR,US,URB EL ARRENDADO
637,PR,US,URB LA MILAGROSA
637,PR,US,URB SANTA ANA
637,PR,US,URB SANTA ELENA
637,PR,US,URB SANTA MARIA
637,PR,US,EST DEL RIO
637,PR,US,ALTS DE SAN JOSE
637,PR,US,VISTAS DE SABANA GRANDE
637,PR,US,RES SABANA
638,PR,US,CIALES
638,PR,US,URB MONTE REY
638,PR,US,URB DOS RIOS
638,PR,US,URB LOS LLANOS
638,PR,US,QTAS DE CIALES
641,PR,US,UTUADO
641,PR,US,BDA NUEVA
641,PR,US,EXT SAN MARTIN
641,PR,US,URB CABRERA
641,PR,US,URB JESUS M LAGO
641,PR,US,URB PEREZ MATOS
641,PR,US,URB SAN MARTIN
641,PR,US,SECT BELLA VISTA
641,PR,US,JARD DE BUBAO
641,PR,US,SECT CERCADILLO
641,PR,US,ALTS DE UTUADO
641,PR,US,SECT VENDRELL
641,PR,US,URB ESTANCIAS DEL VIVI
646,PR,US,SECT LA ALDEA
646,PR,US,DORADO
646,PR,US,URB MONTE VERDE
646,PR,US,JARD DE DORADO
646,PR,US,QTAS DE DORADO
646,PR,US,URB COSTA DE ORO
646,PR,US,URB DORADO DEL MAR
646,PR,US,URB GOLDEN HLS
646,PR,US,URB MARTORELL
646,PR,US,URB MONTELINDO
646,PR,US,VILLA PLATA
646,PR,US,URB SANTA BARBARA
646,PR,US,URB MIRAFLORES
646,PR,US,URB THE CLUSTERS
646,PR,US,URB DORADO COUNTRY ESTS
646,PR,US,PARC MAMEYAL
646,PR,US,CHALETS DE DORADO
646,PR,US,PASEO DEL SOL
646,PR,US,PASEO REAL
646,PR,US,URB DORADO REEF
646,PR,US,BO SALDINERA
646,PR,US,HACIENDA MI QUERIDO VIEJO
646,PR,US,PARC SAN ANTONIO
646,PR,US,URB DORAVILLE
646,PR,US,URB LOS MONTES
646,PR,US,BO ARENAL
646,PR,US,URB MONTE ELENA
646,PR,US,URB LOS PRADOS SUR
646,PR,US,URB LOS PRADOS NORTE
646,PR,US,URB MONTEREAL
646,PR,US,PASEO DEL MAR
646,PR,US,PASEO LAS OLAS
646,PR,US,URB THE ESTATES
646,PR,US,URB GABLES BREEZE
646,PR,US,URB MONTE MAYOR
646,PR,US,URB SABANERA DORADO
646,PR,US,PASEO LOS CORALES
646,PR,US,URB MONTE BELLO
646,PR,US,PARC EL COTTO
646,PR,US,VALLE DORADO
646,PR,US,JARD DORADO
646,PR,US,VILLA SANTA
646,PR,US,PASEO LAS PALMAS
646,PR,US,PASEO LOS CORALES II
646,PR,US,BOSQUE DORADO
646,PR,US,URB PALMAR DORADO NORTE
646,PR,US,VILLA SANTA II
646,PR,US,URB PAISAJES DE DORADO
646,PR,US,COMUNIDAD ARENALES
646,PR,US,COMUNIDAD ARENALES II
646,PR,US,BRIGHTON COUNTRY CLUB
646,PR,US,URB MOLINOS DEL RIO
646,PR,US,RITZ CARLTON RESERVE
646,PR,US,URB PALMAR DORADO SUR
646,PR,US,BO HIGUILLAR
647,PR,US,ENSENADA
647,PR,US,URB BACO
650,PR,US,FLORIDA
650,PR,US,ALT DE FLORIDA
650,PR,US,URB VEGAS DE FLORIDA
650,PR,US,URB LAS FLORES
650,PR,US,URB ALTOS DE FLORIDA
650,PR,US,EST DE ARROYO
650,PR,US,REPTO SEOANE
650,PR,US,REPTO DIANA
652,PR,US,GARROCHALES
652,PR,US,URB LOS JARDINES
652,PR,US,HACIENDA DE GARROCHALES
653,PR,US,GUANICA
653,PR,US,URB SAGRADO CORAZON
653,PR,US,BDA ESPERANZA
653,PR,US,URB BAHIA
653,PR,US,URB SANTA CLARA
653,PR,US,VISTA MAR
653,PR,US,BO LA LUNA
656,PR,US,GUAYANILLA
656,PR,US,URB LA CONCEPCION
656,PR,US,EXT SANTA ELENA 2
656,PR,US,URB SAN AUGUSTO
656,PR,US,URB SANTA ELENA
656,PR,US,URB SANTA ELENA 2
656,PR,US,URB SANTA MARIA
656,PR,US,VILLA DEL RIO
656,PR,US,URB MONTE CLARO
656,PR,US,EXT SANTA ELENA 3
656,PR,US,URB STELLA
656,PR,US,BO LOS SITIOS
656,PR,US,BDA GUAYDIA
656,PR,US,URB BAHIA II
659,PR,US,HATILLO
659,PR,US,VILLA DEL CARMEN
659,PR,US,ALT DE HATILLO
659,PR,US,BDA CLAN
659,PR,US,EXT SAN RAMON
659,PR,US,EXT VILLA DEL CARMEN
659,PR,US,PARC SANTA ROSA
659,PR,US,BRISAS DE HATILLO
659,PR,US,URB CORALES DE HATILLO
659,PR,US,URB HATILLO DEL MAR
659,PR,US,URB LAS PALMAS
659,PR,US,URB MAR AZUL
659,PR,US,VALLE VERDE
659,PR,US,COLINAS DE HATILLO
659,PR,US,EST DE CARRIZALES
659,PR,US,EST DE LA CEIBA
659,PR,US,URB COSTA NORTE
659,PR,US,SECT AVILES
660,PR,US,HORMIGUEROS
660,PR,US,COLINAS DEL OESTE
660,PR,US,HACIENDA LA MONSERRATE
660,PR,US,VALLE HERMOSO
660,PR,US,URB VERDUN
660,PR,US,VILLA ZORAIDA
660,PR,US,URB MONTEBELLO
660,PR,US,EST DEL RIO
660,PR,US,BO LAVADERO
660,PR,US,HACIENDAS CONSTANCIA
660,PR,US,URB VERDUN II
660,PR,US,PARC SAN ROMUALDO
660,PR,US,MANS LA MONSERRATE
660,PR,US,URB PASEO LA CEIBA
662,PR,US,SECT LAS UVAS
662,PR,US,REPTO VEGA BADILLO
662,PR,US,VILLA KAREN
662,PR,US,ISABELA
662,PR,US,VISTA VERDE
662,PR,US,VILLA LYDIA
662,PR,US,JARD MIRAMAR
662,PR,US,PARC COTTO
662,PR,US,BDA LA MAYOR
662,PR,US,REPTO MIRAFLORES
662,PR,US,URB COSTA BRAVA
662,PR,US,URB LAMELA
662,PR,US,URB LAS CEIBAS
662,PR,US,URB LAS 3T
662,PR,US,URB MANUEL CORCHADO
662,PR,US,URB MEDINA
662,PR,US,VILLA PESQUERA
662,PR,US,URB LAS FLORES
662,PR,US,URB SANTA ROSA
662,PR,US,URB SANTA TERESITA
662,PR,US,URB HAU
662,PR,US,REPTO DURAN
662,PR,US,SECT LOS TOLEDO
662,PR,US,COMUNIDAD LOS PONCE
662,PR,US,URB SALVADOR RIOS
662,PR,US,REPTO VILLA Y MAR
662,PR,US,REPTO JERUSALEN
662,PR,US,COMUNIDAD SONUCO
662,PR,US,SECT LAS COLINAS
662,PR,US,SECT LA MEDIA CUERDA
662,PR,US,EXT VILLA ESPANA
662,PR,US,SECT VERDUM
662,PR,US,SECT PUEBLO NUEVO
662,PR,US,COMUNIDAD LOS PINOS
662,PR,US,URB DOMENECH
662,PR,US,COMUNIDAD EL CANON
662,PR,US,SECT CACHICHUELAS
662,PR,US,EST DEL PARAISO
662,PR,US,COMUNIDAD GUANABANO
662,PR,US,COMUNIDAD CAPIRO
662,PR,US,REPTO SAN ANTONIO
662,PR,US,VILLA GAMAL
662,PR,US,REPTO APOLONIO VELEZ RAMOS
662,PR,US,COMUNIDAD MANTILLA
662,PR,US,PARC MORA GUERRERO
662,PR,US,VILLA ACEVEDO
662,PR,US,REPTO YOMAIRA
662,PR,US,URB SOL Y MAR
662,PR,US,COMUNIDAD RAMAL
662,PR,US,SECT VILLA LUNA
662,PR,US,SECT CALIFORNIA
662,PR,US,ALT DEL MAR
662,PR,US,SECT LAS MARIAS
662,PR,US,COMUNIDAD EL RAMAL
662,PR,US,HACIENDAS DE ISABELA
662,PR,US,URB FIGUEROA
662,PR,US,REPTO LAS BRISAS
662,PR,US,SECT TOCONES
662,PR,US,RES LOMAS DEL SOL
662,PR,US,REPTO SANTA MARIA
662,PR,US,VILLA MIZEI
662,PR,US,REPTO CAPELLA
662,PR,US,EST VELAZQUEZ
662,PR,US,SECT CASIMIRO PEREZ
662,PR,US,BRISAS DEL CANAL
662,PR,US,SECT LA PRA
662,PR,US,VISTAS DEL ATLANTICO
662,PR,US,PRADERA REAL
662,PR,US,SECT ROTARIOS
662,PR,US,MANS DEL ATLANTICO
662,PR,US,URB ISLAZUL
662,PR,US,SECT SAN ANTONIO DE LA TUNA
662,PR,US,QTAS DEL ATLANTICO
662,PR,US,REPTO MONTE CLARO
662,PR,US,URB LLANOS DE ISABELA
662,PR,US,EST DE ISABELA
662,PR,US,URB CASANDRA
662,PR,US,PAISAJES DEL JARDIN
662,PR,US,EST TALAVERA I
662,PR,US,URB BRISAS DEL MAR
662,PR,US,EST DEL JAVILLO
662,PR,US,SECT LA SIERRA
662,PR,US,HACIENDAS EL PORTAL
662,PR,US,MIRADOR DEL CIELO
662,PR,US,SECT POZO DULCE
662,PR,US,SECT RINCON
664,PR,US,URB HAYUYA
664,PR,US,JAYUYA
664,PR,US,URB SANTA CLARA
664,PR,US,URB VEGA LINDA
664,PR,US,VALLE VERDE
664,PR,US,ALTS DE JAYUYA
664,PR,US,JARD DE JAYUYA
664,PR,US,URB LA MONSERRATE
664,PR,US,URB LA COLINA
664,PR,US,ALTS DE BORINQUEN
667,PR,US,LAJAS
667,PR,US,URB LINDA VISTA
667,PR,US,BDA NICOLIN PEREZ
667,PR,US,BDA TOMEI
667,PR,US,EXT EL VALLE 2
667,PR,US,JARD DE LAJAS
667,PR,US,PARQ REAL
667,PR,US,URB EL VALLE
667,PR,US,EST DE LAJAS
667,PR,US,EST DEL PARRA
667,PR,US,ALTS DE SAN BLAS
669,PR,US,LARES
669,PR,US,URB BUENA VISTA
669,PR,US,HACIENDAS DE BORINQUEN II
670,PR,US,LAS MARIAS
670,PR,US,URB EL BOSQUE
670,PR,US,JARD DE LAS MARIAS
670,PR,US,URB EL COQUI
670,PR,US,URB LAVERGNE
674,PR,US,VILLAS DEL MANATI
674,PR,US,REPTO ROSELLO
674,PR,US,VILLA FORESTAL
674,PR,US,MANATI
674,PR,US,URB MONTE VERDE
674,PR,US,HACIENDA LA MONSERRATE
674,PR,US,BDA SAN JOSE
674,PR,US,EXT ONEILL
674,PR,US,JARD DE MONACO 1
674,PR,US,JARD DE MONACO 2
674,PR,US,PARC LA LUISA
674,PR,US,PARC MARQUEZ
674,PR,US,REPTO MARISTA
674,PR,US,URB ATENAS
674,PR,US,HACIENDA HERMANAS MENA
674,PR,US,URB LAS GARDENIAS
674,PR,US,URB LOS ROSALES
674,PR,US,URB LUCHETTI
674,PR,US,URB ONEILL
674,PR,US,URB SAN SALVADOR
674,PR,US,VALLES DE MANATI
674,PR,US,VILLA BEATRIZ
674,PR,US,VILLA EVANGELINA
674,PR,US,VILLA MARIA
674,PR,US,BO CANTERA
674,PR,US,EST DE MANATI
674,PR,US,VILLA NITZA
674,PR,US,ALTS DE MANATI
674,PR,US,VALLE DE TIERRAS NUEVAS
674,PR,US,EXT SAN SALVADOR
674,PR,US,URB SANTA TERESA
674,PR,US,URB FLAMBOYAN
674,PR,US,JARD DE MONACO 3
674,PR,US,LOMAS DEL MANATUABON
674,PR,US,COLINA DEL MAR
674,PR,US,URB CAMINO DEL SOL II
674,PR,US,EST MARYLIN
674,PR,US,URB MANATI CHALETS
674,PR,US,URB PORTOFINO
674,PR,US,BRISAS DE MAR CHIQUITA
674,PR,US,REPTO GARCIA
674,PR,US,VALLE ENCANTADO
674,PR,US,REPTO GEOVANI
674,PR,US,VILLAS TESORO
674,PR,US,SECT CANTITO
674,PR,US,HACIENDA LA MILAGROSA
674,PR,US,EST DE VALLE VERDE
674,PR,US,URB LINDA MAR
676,PR,US,MOCA
676,PR,US,URB LAS PALMAS
676,PR,US,HACIENDA LA MONSERRATE
676,PR,US,PARC SABANA
676,PR,US,URB LOS ROBLES
676,PR,US,VILLA SOTO
676,PR,US,URB MOCA GDNS
676,PR,US,PARC LOMAS VERDES
676,PR,US,VILLA DELOAMIT
676,PR,US,VILLA MERCEDES
676,PR,US,RES EDAD DORADA
677,PR,US,COMUNIDAD ESTELLA
677,PR,US,RINCON
677,PR,US,VISTA AZUL
677,PR,US,JARD DE RINCON
677,PR,US,URB LAS LOMAS
677,PR,US,URB SEA BEACH COLONY
677,PR,US,URB CERRO LOS POBRES
677,PR,US,COMUNIDAD STELLA
677,PR,US,EXT JARD DE RINCON
677,PR,US,URB PALMA REAL
677,PR,US,VILLAS DE LA PRADERA
677,PR,US,PUNTA DEL MAR BEACH VLG
678,PR,US,QUEBRADILLAS
678,PR,US,REPTO KENNEDY
678,PR,US,BO CACAO
678,PR,US,PARC TERRANOVA
678,PR,US,URB DOS CEIBAS
678,PR,US,URB EL RETIRO
678,PR,US,URB LA ROMANA
678,PR,US,URB SANTA MARINA
678,PR,US,VILLA NORMA
678,PR,US,PARQ DEL RETIRO
678,PR,US,BRISAS TROPICAL
678,PR,US,URB AVILA
678,PR,US,PARC CHIVAS
678,PR,US,CAMINO LOS PAGANES
678,PR,US,URB SOMBRAS DE LA CEIBA
680,PR,US,BO CARCEL
680,PR,US,MAYAGUEZ
680,PR,US,URB SANTA MARIA
680,PR,US,BO BALBOA
680,PR,US,BO BARCELONA
680,PR,US,BO BROADWAY
680,PR,US,BO BUENA VISTA
680,PR,US,BO CANTERA
680,PR,US,BO COLOMBIA
680,PR,US,BO LA QUINTA
680,PR,US,BO LICEO
680,PR,US,BO MINERAL
680,PR,US,BO PARIS
680,PR,US,BO RIO HONDO
680,PR,US,BO SABALOS
680,PR,US,BO SALUD
680,PR,US,BO SANTURCE
680,PR,US,EXT BELMONTE
680,PR,US,REPTO ANTILLANO
680,PR,US,REPTO FLAMBOYAN
680,PR,US,REPTO MACIAS
680,PR,US,REPTO SAN MIGUEL
680,PR,US,URB ALEMANY
680,PR,US,URB BELMONTE
680,PR,US,URB FLOR DEL VALLE
680,PR,US,URB MONTEREY
680,PR,US,URB PONCE DE LEON
680,PR,US,URB PURA BRISA
680,PR,US,URB RIO CRISTAL
680,PR,US,URB SULTANA
680,PR,US,VILLA ANGELICA
680,PR,US,VILLA GERENA
680,PR,US,VILLA INDIA
680,PR,US,VILLA SULTANITA
680,PR,US,URB LA ESTANCIA
680,PR,US,LOMAS VERDES
680,PR,US,VILLAS DEL SOL
680,PR,US,VILLAS DEL RIO
680,PR,US,REPTO BRISAS DE RIO HONDO
680,PR,US,URB ENSANCHE RAMIREZ
680,PR,US,URB ENSANCHE VIVALDI
680,PR,US,VILLAS DE FELISA
680,PR,US,URB PARAISO DE MAYAGUEZ
681,PR,US,MAYAGUEZ
682,PR,US,MAYAGUEZ
682,PR,US,VISTA VERDE
682,PR,US,ALT DE ALGARROBO
682,PR,US,ALT DE MAYAGUEZ
682,PR,US,BO DULCES LABIOS
682,PR,US,BO EL SECO
682,PR,US,BO MANI
682,PR,US,BO TRAS TALLERES
682,PR,US,JARD DEL CARIBE
682,PR,US,MANS DE ESPANA
682,PR,US,PARC CASTILLO
682,PR,US,PARC MANI
682,PR,US,PARC SOLEDAD
682,PR,US,URB BELLA LOMAS
682,PR,US,URB BUENAVENTURA
682,PR,US,URB FRATERNIDAD
682,PR,US,URB GUANAJIBO GDNS
682,PR,US,URB GUANAJIBO HOMES
682,PR,US,URB HOSTOS
682,PR,US,URB LA RIVIERA
682,PR,US,URB LLAVAT
682,PR,US,REPTO LOS CHEVRES
682,PR,US,URB MENDOZA
682,PR,US,URB MIRADERO GDNS
682,PR,US,URB MIRADERO HLS
682,PR,US,URB RAMIREZ DE ARELLANO
682,PR,US,VILLAS DEL OESTE
682,PR,US,URB MAYAGUEZ TERRACE
682,PR,US,URB ENSANCHE RAMIREZ
682,PR,US,URB QUINTO CENTENARIO
682,PR,US,URB SAN JOSE
682,PR,US,URB LOS VERSALLES
682,PR,US,URB WESTERNLAKE VLG
682,PR,US,URB PETITEVILLE
682,PR,US,JARD DE GUANAJIBO
682,PR,US,URB SANTA ROSA DE LIMA
682,PR,US,PARQ DE LA CEIBA
682,PR,US,REPTO SAN FRANCISCO
683,PR,US,SAN GERMAN
683,PR,US,URB BORINQUEN
683,PR,US,URB RIVERSIDE
683,PR,US,URB SANTA MARIA
683,PR,US,HACIENDA LA MONSERRATE
683,PR,US,EXT PARC SABANA ENEAS
683,PR,US,EXT VILLA INTERAMERICANA
683,PR,US,MANS DE SAN GERMAN
683,PR,US,REPTO UNIVERSIDAD
683,PR,US,URB EL REAL
683,PR,US,URB LA NUEVA SALAMANCA
683,PR,US,URB MONTEBELLO
683,PR,US,URB RETIRO
683,PR,US,VALLE VERDE
683,PR,US,VILLA AUXERRE
683,PR,US,VILLA INTERAMERICANA
683,PR,US,EXT SANTA MARIA
683,PR,US,MANS REALES
683,PR,US,URB LOS SAUCES
683,PR,US,URB PORTA COELI
683,PR,US,EXT MANS SAN GERMAN
683,PR,US,URB EL CONVENTO
683,PR,US,URB LA QUINTA DR VELEZ
683,PR,US,PARC SABANA ENEAS
683,PR,US,URB EL PEDREGAL
683,PR,US,URB LAS QUINTAS
683,PR,US,PASEOS DEL VALLE
683,PR,US,VILLAS DE CHARIED
683,PR,US,REPTO SURIS
683,PR,US,HACIENDAS DE SAN GERMAN
683,PR,US,SECT RAFUCHE
683,PR,US,BO DUEY ALTO
683,PR,US,BO ROSARIO ALTO
683,PR,US,SECT LA SIERRA
683,PR,US,SECT LA CALABAZA
683,PR,US,SECT PIN QUINONEZ
683,PR,US,TROPICAL GDNS
685,PR,US,SAN SEBASTIAN
685,PR,US,VALLE VERDE
685,PR,US,BDA ESTALINGRADO
685,PR,US,BDA PARALELO 38
685,PR,US,BDA PUEBLO NUEVO
685,PR,US,BDA TABLASTILLA
685,PR,US,COLINAS VERDES
685,PR,US,EXT VILLA RITA
685,PR,US,JARD GUATEMALA
685,PR,US,URB VENTURINI
685,PR,US,REPTO PIN MENDEZ
685,PR,US,URB CHINTO RODON
685,PR,US,URB EL CULEBRINA
685,PR,US,URB EL GUAYABAL
685,PR,US,URB LA ESTANCIA
685,PR,US,URB LOS ALAMOS
685,PR,US,URB PEPINO
685,PR,US,URB OLIVENCIA
685,PR,US,URB PEDRO T LABAYEN
685,PR,US,VILLA RITA
685,PR,US,BDA CHINTO RODON
685,PR,US,COMUNIDAD GONZALEZ
685,PR,US,VILLAS DE PIEDRA BLANCA
687,PR,US,SECT PABON
687,PR,US,REPTO LOS TORRES
687,PR,US,MOROVIS
687,PR,US,VISTA VERDE
